0, 8673000, 4000000, -10000000, 0
0, 8673000, -15000000, -10000000, 0
9000, 15686500, -16819200, -5759600, -10
6000, -8027000, -15911400, 1783100, 0
0, 0, 7004200, 15275000, 0
